CaseId,SystemName,SystemSynonyms,Title,Description,Domains,RelationshipType,SourceName,SourceType,TargetName,TargetType,Extension,AllActors,AllPrimaryActors,AllSecondaryActors,AllUseCases,CreatedAt
4,Vehicle ,Automobile | Transport,Vehicle ,"The Vehicle system manages core vehicle functions and passenger interactions. The Driver operates the vehicle, while the Vehicle Occupant interacts with accessories and enters/exits the vehicle. The system provides functionalities like driving, braking, controlling entertainment and climate, and managing vehicle access. The system interacts with the Driver to perform driving actions, and with the Vehicle Occupant to control accessories and manage entry/exit.",Automotive Engineering | Passenger Comfort Systems | Vehicle Access Control | Vehicle Control Systems | Vehicle Safety Systems,extend,Perform Anti Lock Braking,usecase,Drive Vehicle,usecase,When Braking is Required,Driver | Vehicle Occupant,Driver | Vehicle Occupant,,Control Climate System | Control Entertainment System | Control Vehicle Accessory | Drive Vehicle | Enter Vehicle | Exit Vehicle | Open Door | Perform Anti Lock Braking,2026-02-26 18:29:05
4,Vehicle ,Automobile | Transport,Vehicle ,"The Vehicle system manages core vehicle functions and passenger interactions. The Driver operates the vehicle, while the Vehicle Occupant interacts with accessories and enters/exits the vehicle. The system provides functionalities like driving, braking, controlling entertainment and climate, and managing vehicle access. The system interacts with the Driver to perform driving actions, and with the Vehicle Occupant to control accessories and manage entry/exit.",Automotive Engineering | Passenger Comfort Systems | Vehicle Access Control | Vehicle Control Systems | Vehicle Safety Systems,generalization,Control Entertainment System,usecase,Control Vehicle Accessory,usecase,,Driver | Vehicle Occupant,Driver | Vehicle Occupant,,Control Climate System | Control Entertainment System | Control Vehicle Accessory | Drive Vehicle | Enter Vehicle | Exit Vehicle | Open Door | Perform Anti Lock Braking,2026-02-26 18:29:05
4,Vehicle ,Automobile | Transport,Vehicle ,"The Vehicle system manages core vehicle functions and passenger interactions. The Driver operates the vehicle, while the Vehicle Occupant interacts with accessories and enters/exits the vehicle. The system provides functionalities like driving, braking, controlling entertainment and climate, and managing vehicle access. The system interacts with the Driver to perform driving actions, and with the Vehicle Occupant to control accessories and manage entry/exit.",Automotive Engineering | Passenger Comfort Systems | Vehicle Access Control | Vehicle Control Systems | Vehicle Safety Systems,generalization,Control Climate System,usecase,Control Vehicle Accessory,usecase,,Driver | Vehicle Occupant,Driver | Vehicle Occupant,,Control Climate System | Control Entertainment System | Control Vehicle Accessory | Drive Vehicle | Enter Vehicle | Exit Vehicle | Open Door | Perform Anti Lock Braking,2026-02-26 18:29:05
4,Vehicle ,Automobile | Transport,Vehicle ,"The Vehicle system manages core vehicle functions and passenger interactions. The Driver operates the vehicle, while the Vehicle Occupant interacts with accessories and enters/exits the vehicle. The system provides functionalities like driving, braking, controlling entertainment and climate, and managing vehicle access. The system interacts with the Driver to perform driving actions, and with the Vehicle Occupant to control accessories and manage entry/exit.",Automotive Engineering | Passenger Comfort Systems | Vehicle Access Control | Vehicle Control Systems | Vehicle Safety Systems,include,Exit Vehicle,usecase,Open Door,usecase,,Driver | Vehicle Occupant,Driver | Vehicle Occupant,,Control Climate System | Control Entertainment System | Control Vehicle Accessory | Drive Vehicle | Enter Vehicle | Exit Vehicle | Open Door | Perform Anti Lock Braking,2026-02-26 18:29:05
4,Vehicle ,Automobile | Transport,Vehicle ,"The Vehicle system manages core vehicle functions and passenger interactions. The Driver operates the vehicle, while the Vehicle Occupant interacts with accessories and enters/exits the vehicle. The system provides functionalities like driving, braking, controlling entertainment and climate, and managing vehicle access. The system interacts with the Driver to perform driving actions, and with the Vehicle Occupant to control accessories and manage entry/exit.",Automotive Engineering | Passenger Comfort Systems | Vehicle Access Control | Vehicle Control Systems | Vehicle Safety Systems,include,Enter Vehicle,usecase,Open Door,usecase,,Driver | Vehicle Occupant,Driver | Vehicle Occupant,,Control Climate System | Control Entertainment System | Control Vehicle Accessory | Drive Vehicle | Enter Vehicle | Exit Vehicle | Open Door | Perform Anti Lock Braking,2026-02-26 18:29:05
5,Airport,Air Terminal | Flight Center,Airport,"The Airport system manages passenger check-in, baggage handling, and boarding processes. Airport Staff interact with the system to issue boarding passes and validate check-ins. Passengers interact with the system to validate their check-in (individually or in groups) and drop off baggage. The system includes processes for assigning gates and handling baggage, which are incorporated into other use cases.",Airline Operations | Airport Security | Baggage Handling | Gate Management | Passenger Check-in,association,Airport Staff,actor,Issue Boarding Pass,usecase,,Airport Staff | Passenger,Airport Staff | Passenger,,Assign Gate | Drop Baggage | Enter Security Screening | Handle Baggage | Issue Boarding Pass | Validate Counter Checkin | Validate Group Checkin | Validate Individual Checkin,2026-02-26 18:29:25
5,Airport,Air Terminal | Flight Center,Airport,"The Airport system manages passenger check-in, baggage handling, and boarding processes. Airport Staff interact with the system to issue boarding passes and validate check-ins. Passengers interact with the system to validate their check-in (individually or in groups) and drop off baggage. The system includes processes for assigning gates and handling baggage, which are incorporated into other use cases.",Airline Operations | Airport Security | Baggage Handling | Gate Management | Passenger Check-in,association,Airport Staff,actor,Validate Counter Checkin,usecase,,Airport Staff | Passenger,Airport Staff | Passenger,,Assign Gate | Drop Baggage | Enter Security Screening | Handle Baggage | Issue Boarding Pass | Validate Counter Checkin | Validate Group Checkin | Validate Individual Checkin,2026-02-26 18:29:25
5,Airport,Air Terminal | Flight Center,Airport,"The Airport system manages passenger check-in, baggage handling, and boarding processes. Airport Staff interact with the system to issue boarding passes and validate check-ins. Passengers interact with the system to validate their check-in (individually or in groups) and drop off baggage. The system includes processes for assigning gates and handling baggage, which are incorporated into other use cases.",Airline Operations | Airport Security | Baggage Handling | Gate Management | Passenger Check-in,association,Passenger,actor,Validate Individual Checkin,usecase,,Airport Staff | Passenger,Airport Staff | Passenger,,Assign Gate | Drop Baggage | Enter Security Screening | Handle Baggage | Issue Boarding Pass | Validate Counter Checkin | Validate Group Checkin | Validate Individual Checkin,2026-02-26 18:29:25
5,Airport,Air Terminal | Flight Center,Airport,"The Airport system manages passenger check-in, baggage handling, and boarding processes. Airport Staff interact with the system to issue boarding passes and validate check-ins. Passengers interact with the system to validate their check-in (individually or in groups) and drop off baggage. The system includes processes for assigning gates and handling baggage, which are incorporated into other use cases.",Airline Operations | Airport Security | Baggage Handling | Gate Management | Passenger Check-in,association,Passenger,actor,Validate Group Checkin,usecase,,Airport Staff | Passenger,Airport Staff | Passenger,,Assign Gate | Drop Baggage | Enter Security Screening | Handle Baggage | Issue Boarding Pass | Validate Counter Checkin | Validate Group Checkin | Validate Individual Checkin,2026-02-26 18:29:25
5,Airport,Air Terminal | Flight Center,Airport,"The Airport system manages passenger check-in, baggage handling, and boarding processes. Airport Staff interact with the system to issue boarding passes and validate check-ins. Passengers interact with the system to validate their check-in (individually or in groups) and drop off baggage. The system includes processes for assigning gates and handling baggage, which are incorporated into other use cases.",Airline Operations | Airport Security | Baggage Handling | Gate Management | Passenger Check-in,include,Issue Boarding Pass,usecase,Handle Baggage,usecase,,Airport Staff | Passenger,Airport Staff | Passenger,,Assign Gate | Drop Baggage | Enter Security Screening | Handle Baggage | Issue Boarding Pass | Validate Counter Checkin | Validate Group Checkin | Validate Individual Checkin,2026-02-26 18:29:25
5,Airport,Air Terminal | Flight Center,Airport,"The Airport system manages passenger check-in, baggage handling, and boarding processes. Airport Staff interact with the system to issue boarding passes and validate check-ins. Passengers interact with the system to validate their check-in (individually or in groups) and drop off baggage. The system includes processes for assigning gates and handling baggage, which are incorporated into other use cases.",Airline Operations | Airport Security | Baggage Handling | Gate Management | Passenger Check-in,include,Handle Baggage,usecase,Assign Gate,usecase,,Airport Staff | Passenger,Airport Staff | Passenger,,Assign Gate | Drop Baggage | Enter Security Screening | Handle Baggage | Issue Boarding Pass | Validate Counter Checkin | Validate Group Checkin | Validate Individual Checkin,2026-02-26 18:29:25
